family,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step,target
tanh,1.2622640132904053,-0.6278670032819113,0.020460693786541622,0.7018087108929952,0.9350450237592062,calibrated,0.3399251302083333,0.4656168619791667,3.752816094978092e-05,,0,0.0,0,detail
silu,1.0706089735031128,-0.5845257739226023,-0.00669553301607569,0.6750466724236807,0.4999210039774577,calibrated,0.3081461588541667,0.5111083984375,9.164149863257384e-06,,0,0.0,0,detail
relu,6.797885417938232,-4.360357443491618,-0.031389753023783364,2.9593032598495483,0.4787190755208333,calibrated,0.07889811197916667,0.5212809244791666,8.12200881531074e-05,0.0032958984375,0,0.5212809244791666,2000,detail
tanh,6.30869197845459,-2.8325523932774863,-0.020829666405916214,3.6555537780125937,0.7371393839518229,calibrated,0.178466796875,0.509765625,6.953938039562975e-05,,0,0.027791341145833332,2000,detail
silu,4.581014156341553,-2.620985229810079,-0.04183910476664702,1.8121309677759807,0.4843687216440837,calibrated,0.139404296875,0.5157470703125,5.16643649461912e-05,,0,0.005086263020833333,2000,detail
relu,1.3367424011230469,-0.7088135480880737,0.013608798384666443,0.8446637988090515,0.53173828125,adaptive,0.24051920572916666,0.46826171875,2.4284545361297205e-05,0.005900065104166667,0,0.46826171875,0,detail
tanh,1.2622640132904053,-0.6278670032819113,0.020460693786541622,0.7018087108929952,0.9350450237592062,adaptive,0.3399251302083333,0.4656168619791667,3.752816094978092e-05,,0,0.0,0,detail
silu,1.0706089735031128,-0.5845257739226023,-0.00669553301607569,0.6750466724236807,0.4999210039774577,adaptive,0.3081461588541667,0.5111083984375,9.164149863257384e-06,,0,0.0,0,detail
relu,6.95889139175415,-4.372676769892375,-0.030806104342142742,2.9749229351679483,0.4817301432291667,adaptive,0.07967122395833333,0.5182698567708334,5.777490635712942e-05,0.0026041666666666665,0,0.5182698567708334,2000,detail
tanh,6.360009670257568,-2.846192240715027,-0.02661777598162492,3.69850746790568,0.7370002865791321,adaptive,0.1759033203125,0.5180257161458334,6.409451574048337e-05,,0,0.028483072916666668,2000,detail
silu,4.60819149017334,-2.611757755279541,-0.03757318761199713,1.8476806084314983,0.48584094643592834,adaptive,0.13863118489583334,0.5146484375,4.9116098428688325e-05,,0,0.006184895833333333,2000,detail
relu,1.2911427021026611,-0.7294939359029134,-0.0455299677948157,0.796176036198934,0.4605712890625,fp32,0.2715250651041667,0.5394287109375,0.0,0.0,0,0.5394287109375,0,bump
tanh,1.2290798425674438,-0.6314884225527445,0.021862874117990334,0.6544927755991617,0.9394593437512716,fp32,0.3361002604166667,0.4584147135416667,0.0,,0,0.0,0,bump
silu,1.0416245460510254,-0.6012358963489532,-0.018135209878285725,0.6507591108481089,0.4947893222173055,fp32,0.3322347005208333,0.535888671875,0.0,,0,0.0,0,bump
relu,6.469222545623779,-3.7470306555430093,-0.07304326444864273,2.17925496896108,0.4511311848958333,fp32,0.07820638020833333,0.5488688151041666,0.0,0.0,0,0.5488688151041666,2000,bump
tanh,2.8425979614257812,-1.3624923626581829,0.03121499092473338,1.4000969727834065,0.8470588326454163,fp32,0.20951334635416666,0.4679361979166667,0.0,,0,0.0,2000,bump
silu,2.018831729888916,-1.2968765298525493,-0.005579473450779915,0.9856536984443665,0.49295298258463544,fp32,0.21761067708333334,0.499267578125,0.0,,0,0.0035807291666666665,2000,bump
relu,1.2814921140670776,-0.7253716985384623,-0.047283332174022995,0.7970348000526428,0.4585774739583333,fixed-e4m3,0.2642822265625,0.5414225260416666,6.638667885757361e-05,0.011433919270833334,0,0.5414225260416666,0,bump
tanh,1.2060246467590332,-0.634562611579895,0.020735110932340223,0.6473910013834635,0.9393396973609924,fixed-e4m3,0.3310953776041667,0.4610595703125,0.00013444801394750053,,0,0.0,0,bump
silu,1.017932653427124,-0.5978552798430125,-0.02058827388100326,0.6405096054077148,0.4943254093329112,fixed-e4m3,0.324951171875,0.5399169921875,3.814828111596095e-05,,0,0.0,0,bump
relu,6.147890567779541,-3.4618372122446694,-0.09287648399670918,1.941805124282837,0.4444580078125,fixed-e4m3,0.08182779947916667,0.5555419921875,0.00010895266799100985,0.005330403645833333,0,0.5555419921875,2000,bump
tanh,2.750654697418213,-1.3044198950131733,0.00848175228262941,1.1700652639071147,0.8812384009361267,fixed-e4m3,0.270263671875,0.4908854166666667,0.00014396357194830975,,0,0.0,2000,bump
silu,2.158923625946045,-1.1926622589429219,-0.01594154885970056,0.8699531356493632,0.4859992365042369,fixed-e4m3,0.2677815755208333,0.5273844401041666,4.294115205993876e-05,,0,0.0029296875,2000,bump
relu,1.3665090799331665,-0.7232288519541422,-0.04578552022576332,0.7910906076431274,0.4603678385416667,fixed-e5m2,0.271240234375,0.5396321614583334,0.0003143699626283099,0.0223388671875,0,0.5396321614583334,0,bump
tanh,1.2466458082199097,-0.6358043750127157,0.027950926994283993,0.6475107471148173,0.9405778845151266,fixed-e5m2,0.3486735026041667,0.4454752604166667,0.0004819393895256023,,0,0.0,0,bump
silu,1.0651776790618896,-0.5982079108556112,-0.014048208482563496,0.6391243835290273,0.4964367151260376,fixed-e5m2,0.3318277994791667,0.5322265625,0.00016655403305776417,,0,0.0,0,bump
relu,5.550785064697266,-3.4062604109446206,-0.08527112876375516,1.7872802019119263,0.4505208333333333,fixed-e5m2,0.0885009765625,0.5494791666666666,0.0010461002530064434,0.0140380859375,0,0.5494791666666666,2000,bump
tanh,2.511235237121582,-1.16780420144399,0.018142601164678734,1.1822444995244343,0.8874062101046244,fixed-e5m2,0.2720540364583333,0.4740397135416667,0.0008472389502761265,,0,0.0,2000,bump
silu,2.0988540649414062,-1.1612030466397603,-0.012187672778964043,0.7683544953664144,0.4809925357500712,fixed-e5m2,0.315673828125,0.5304768880208334,0.00019500446311819056,,0,0.0023193359375,2000,bump
relu,1.2814921140670776,-0.7253716985384623,-0.047283332174022995,0.7970348000526428,0.4585774739583333,fixed-hybrid,0.2642822265625,0.5414225260416666,6.638667885757361e-05,0.011433919270833334,0,0.5414225260416666,0,bump
tanh,1.2060246467590332,-0.634562611579895,0.020735110932340223,0.6473910013834635,0.9393396973609924,fixed-hybrid,0.3310953776041667,0.4610595703125,0.00013444801394750053,,0,0.0,0,bump
silu,1.017932653427124,-0.5978552798430125,-0.02058827388100326,0.6405096054077148,0.4943254093329112,fixed-hybrid,0.324951171875,0.5399169921875,3.814828111596095e-05,,0,0.0,0,bump
relu,5.869061470031738,-3.3720521132151284,-0.11710633337497711,1.860036810239156,0.4337565104166667,fixed-hybrid,0.08748372395833333,0.5662434895833334,0.0001736171058534334,0.006022135416666667,0,0.5662434895833334,2000,bump
tanh,2.576259136199951,-1.2007599274317424,0.021063694419960182,1.1579853693644206,0.8881766597429911,fixed-hybrid,0.2805582682291667,0.4749755859375,0.00017711726347139725,,0,0.0,2000,bump
silu,2.201077938079834,-1.2755435903867085,-0.015724293887615204,0.7900027632713318,0.4838992953300476,fixed-hybrid,0.2666829427083333,0.5320638020833334,5.7628526216528066e-05,,0,0.0032145182291666665,2000,bump
relu,1.290560245513916,-0.731276293595632,-0.04518678536017736,0.7933961351712545,0.4608561197916667,calibrated,0.2711995442708333,0.5391438802083334,1.9031471310881898e-05,0.005574544270833333,0,0.5391438802083334,0,bump
tanh,1.2200596332550049,-0.6308676799138387,0.02214026819759359,0.6508527994155884,0.9394343296686808,calibrated,0.3369140625,0.4575602213541667,3.200847459083889e-05,,0,0.0,0,bump
silu,1.0479704141616821,-0.5993824700514475,-0.01767268404364586,0.6461476683616638,0.4947292009989421,calibrated,0.3343505859375,0.5373128255208334,8.774571142566856e-06,,0,0.0,0,bump
relu,5.967249870300293,-3.5435578028361,-0.08318615580598514,1.9026379187901814,0.4486083984375,calibrated,0.0921630859375,0.5513916015625,8.620877997600473e-05,0.004842122395833333,0,0.5513916015625,2000,bump
tanh,2.7185757160186768,-1.1869616111119587,0.013595348844925562,1.2672476569811504,0.883071502049764,calibrated,0.2804768880208333,0.471435546875,6.343472341541201e-05,,0,0.0,2000,bump
silu,2.141118049621582,-1.183126409848531,-0.020200909891476233,0.8025182485580444,0.48312342166900635,calibrated,0.2760416666666667,0.5296223958333334,1.4017123855107153e-05,,0,0.0021158854166666665,2000,bump
relu,1.290560245513916,-0.731276293595632,-0.04518678536017736,0.7933961351712545,0.4608561197916667,adaptive,0.2711995442708333,0.5391438802083334,1.9031471310881898e-05,0.005574544270833333,0,0.5391438802083334,0,bump
tanh,1.2200596332550049,-0.6308676799138387,0.02214026819759359,0.6508527994155884,0.9394343296686808,adaptive,0.3369140625,0.4575602213541667,3.200847459083889e-05,,0,0.0,0,bump
silu,1.0479704141616821,-0.5993824700514475,-0.01767268404364586,0.6461476683616638,0.4947292009989421,adaptive,0.3343505859375,0.5373128255208334,8.774571142566856e-06,,0,0.0,0,bump
relu,5.967249870300293,-3.5435578028361,-0.08318615580598514,1.9026379187901814,0.4486083984375,adaptive,0.0921630859375,0.5513916015625,8.620877997600473e-05,0.004842122395833333,0,0.5513916015625,2000,bump
tanh,2.7185757160186768,-1.1869616111119587,0.013595348844925562,1.2672476569811504,0.883071502049764,adaptive,0.2804768880208333,0.471435546875,6.343472341541201e-05,,0,0.0,2000,bump
silu,2.141118049621582,-1.183126409848531,-0.020200909891476233,0.8025182485580444,0.48312342166900635,adaptive,0.2760416666666667,0.5296223958333334,1.4017123855107153e-05,,0,0.0021158854166666665,2000,bump
relu,1.2548322677612305,-0.7085833549499512,0.014980892340342203,0.7793443401654562,0.52001953125,fp32,0.2008056640625,0.47998046875,0.0,0.0,0,0.47998046875,0,composition
tanh,1.1986169815063477,-0.6773184736569723,0.02555908014376958,0.6889099876085917,0.9291101296742758,fp32,0.2921549479166667,0.4609781901041667,0.0,,0,0.0,0,composition
silu,1.089697003364563,-0.6840038696924845,-0.01900726060072581,0.6983590722084045,0.49495236078898114,fp32,0.3184814453125,0.5301513671875,0.0,,0,0.0,0,composition
relu,5.831033706665039,-3.160489241282145,-0.10668485860029857,3.0279878775278726,0.4728597005208333,fp32,0.056477864583333336,0.5271402994791666,0.0,0.0,0,0.5271402994791666,2000,composition
tanh,4.305296421051025,-1.8436859846115112,0.0029212149480978646,1.7723468939463298,0.8043875495592753,fp32,0.1832275390625,0.5008951822916666,0.0,,0,0.0034993489583333335,2000,composition
silu,3.9392826557159424,-1.8251248598098755,-0.0009730767148236433,1.963723063468933,0.4975837270418803,fp32,0.1759033203125,0.490966796875,0.0,,0,0.0067138671875,2000,composition
relu,1.2353365421295166,-0.7025665839513143,0.015317452450593313,0.7749601602554321,0.5204264322916666,fixed-e4m3,0.20609537760416666,0.4795735677083333,9.820295478372525e-05,0.009928385416666666,0,0.4795735677083333,0,composition
tanh,1.213913083076477,-0.6710061828295389,0.027942621770004433,0.6895501812299093,0.9286958972613016,fixed-e4m3,0.2902425130208333,0.4601643880208333,0.00015914217995790145,,0,0.0,0,composition
silu,1.1060030460357666,-0.6762383778889974,-0.023350144426027935,0.6969858805338541,0.49393560489018756,fixed-e4m3,0.3083089192708333,0.5345052083333334,4.547949599024529e-05,,0,0.0,0,composition
relu,5.376675605773926,-3.0429022709528604,-0.1210714007417361,2.7197364966074624,0.4688720703125,fixed-e4m3,0.059244791666666664,0.5311279296875,0.00019805744280650592,0.004679361979166667,0,0.5311279296875,2000,composition
tanh,4.021998405456543,-1.8348143498102825,0.010746474377810955,1.7262649138768513,0.8159707188606262,fixed-e4m3,0.19486490885416666,0.4866129557291667,0.00022595515474677086,,0,0.0027262369791666665,2000,composition
silu,3.1569676399230957,-1.712508996327718,0.011140737682580948,1.7667611042658489,0.4991925160090129,fixed-e4m3,0.19099934895833334,0.4984130859375,0.00012360085626520836,,0,0.007161458333333333,2000,composition
relu,1.2750091552734375,-0.7028232018152872,0.014293739572167397,0.777613619963328,0.5182291666666666,fixed-e5m2,0.20841471354166666,0.4817708333333333,0.0003592302188432465,0.022298177083333332,0,0.4817708333333333,0,composition
tanh,1.2149527072906494,-0.6820526321729025,0.0349912124996384,0.6901845335960388,0.9292477369308472,fixed-e5m2,0.2930501302083333,0.4506022135416667,0.0005572459000783662,,0,0.0,0,composition
silu,1.0190685987472534,-0.663930873076121,-0.008237904558579126,0.6843056082725525,0.496748407681783,fixed-e5m2,0.3186442057291667,0.5187581380208334,0.00020003682584501803,,0,0.0,0,composition
relu,4.617951393127441,-2.6924016078313193,-0.08037491763631503,2.5640907287597656,0.4835611979166667,fixed-e5m2,0.059895833333333336,0.5164388020833334,0.001883462944533676,0.013020833333333334,0,0.5164388020833334,2000,composition
tanh,4.447330474853516,-1.8190689881642659,0.013087520996729532,1.7267169157663982,0.8401946226755778,fixed-e5m2,0.22745768229166666,0.4790445963541667,0.0018566685224262376,,0,0.0040283203125,2000,composition
silu,2.7206578254699707,-1.6604323387145996,0.018199269970258076,1.6328040758768718,0.500423808892568,fixed-e5m2,0.18693033854166666,0.4763590494791667,0.0006425581523217261,,0,0.006551106770833333,2000,composition
relu,1.2353365421295166,-0.7025665839513143,0.015317452450593313,0.7749601602554321,0.5204264322916666,fixed-hybrid,0.20609537760416666,0.4795735677083333,9.820295478372525e-05,0.009928385416666666,0,0.4795735677083333,0,composition
tanh,1.213913083076477,-0.6710061828295389,0.027942621770004433,0.6895501812299093,0.9286958972613016,fixed-hybrid,0.2902425130208333,0.4601643880208333,0.00015914217995790145,,0,0.0,0,composition
silu,1.1060030460357666,-0.6762383778889974,-0.023350144426027935,0.6969858805338541,0.49393560489018756,fixed-hybrid,0.3083089192708333,0.5345052083333334,4.547949599024529e-05,,0,0.0,0,composition
relu,4.950122833251953,-2.925865133603414,-0.09526180848479271,2.4977787733078003,0.4722493489583333,fixed-hybrid,0.058268229166666664,0.5277506510416666,0.000228416858590208,0.00439453125,0,0.5277506510416666,2000,composition
tanh,3.9856622219085693,-1.9389863808949788,0.0019507923473914464,1.7248642047246296,0.8161889910697937,fixed-hybrid,0.19791666666666666,0.490478515625,0.0002985580504173413,,0,0.0026448567708333335,2000,composition
silu,3.015260934829712,-1.7661159435908,0.0023958596090475717,1.6852976083755493,0.5021411577860514,fixed-hybrid,0.17268880208333334,0.509765625,0.000163296453441338,,0,0.007975260416666666,2000,composition
relu,1.2713018655776978,-0.711952785650889,0.016598752699792385,0.7854395906130472,0.522216796875,calibrated,0.20206705729166666,0.477783203125,2.6199712010566145e-05,0.006591796875,0,0.477783203125,0,composition
tanh,1.1903939247131348,-0.6727069814999899,0.026077575360735256,0.6896864175796509,0.9290778835614523,calibrated,0.2930094401041667,0.460205078125,3.1391105949296616e-05,,0,0.0,0,composition
silu,1.095063328742981,-0.6848167181015015,-0.019712337292730808,0.6985438267389933,0.49480613072713214,calibrated,0.3187255859375,0.5303955078125,1.0045437951096877e-05,,0,0.0,0,composition
relu,5.710700511932373,-3.124683459599813,-0.10942065964142482,2.9648237228393555,0.4717203776041667,calibrated,0.059041341145833336,0.5282796223958334,0.00010971947873864944,0.0033365885416666665,0,0.5282796223958334,2000,composition
tanh,4.467883586883545,-1.8623673915863037,-0.0005453381066521009,1.7554012735684712,0.8139385978380839,calibrated,0.2034912109375,0.5026448567708334,0.000119721839534274,,0,0.0037841796875,2000,composition
silu,3.644179582595825,-1.7285815080006917,0.0020356066524982452,1.8682674566904705,0.4965275327364604,calibrated,0.18941243489583334,0.494384765625,4.443260513653513e-05,,0,0.007771809895833333,2000,composition
relu,1.2713018655776978,-0.711952785650889,0.016598752699792385,0.7854395906130472,0.522216796875,adaptive,0.20206705729166666,0.477783203125,2.6199712010566145e-05,0.006591796875,0,0.477783203125,0,composition
tanh,1.1903939247131348,-0.6727069814999899,0.026077575360735256,0.6896864175796509,0.9290778835614523,adaptive,0.2930094401041667,0.460205078125,3.1391105949296616e-05,,0,0.0,0,composition
silu,1.095063328742981,-0.6848167181015015,-0.019712337292730808,0.6985438267389933,0.49480613072713214,adaptive,0.3187255859375,0.5303955078125,1.0045437951096877e-05,,0,0.0,0,composition
relu,5.731645107269287,-3.088721752166748,-0.11110282875597477,2.9499926567077637,0.4717610677083333,adaptive,0.06005859375,0.5282389322916666,9.538709370341773e-05,0.0037027994791666665,0,0.5282389322916666,2000,composition
tanh,4.406765460968018,-1.8262323538462322,0.006146336595217387,1.7460111578305562,0.81936248143514,adaptive,0.2044677734375,0.4901936848958333,0.0001080699900436836,,0,0.0037434895833333335,2000,composition
silu,3.5588629245758057,-1.7336031198501587,-0.0031386918077866235,1.8190825780232747,0.49366424481074017,adaptive,0.19632975260416666,0.5030924479166666,3.965123444989634e-05,,0,0.007364908854166667,2000,composition
relu,1.052944540977478,-0.6274619301160177,-0.05651655048131943,0.7354727387428284,0.4343668619791667,fp32,0.22420247395833334,0.5656331380208334,0.0,0.0,1,0.5656331380208334,0,linear
tanh,1.2552473545074463,-0.7486324906349182,0.025952421749631565,0.8123414119084676,0.901844342549642,fp32,0.2517496744791667,0.4576009114583333,0.0,,1,0.0,0,linear
silu,1.0896464586257935,-0.822298546632131,-0.06342594449718793,0.5640403230985006,0.4660793940226237,fp32,0.26708984375,0.5912679036458334,0.0,,1,0.0,0,linear
relu,1.0468599796295166,-0.6568577090899149,-0.06206514437993368,0.7235231796900431,0.4383544921875,fp32,0.19917805989583334,0.5616455078125,0.0,0.0,1,0.5616455078125,2000,linear
tanh,1.3090574741363525,-0.7381296157836914,0.019990320938328903,0.8126657406489054,0.9019500811894735,fp32,0.24564615885416666,0.4607747395833333,0.0,,1,0.0,2000,linear
silu,1.1145607233047485,-0.8045605222384135,-0.05988706834614277,0.5748223861058553,0.4689474900563558,fp32,0.25732421875,0.5783284505208334,0.0,,1,0.0,2000,linear
relu,1.0605218410491943,-0.629904051621755,-0.05578883240620295,0.7234355409940084,0.434814453125,fixed-e4m3,0.22684733072916666,0.565185546875,8.341278468530315e-05,0.010294596354166666,1,0.565185546875,0,linear
tanh,1.2441953420639038,-0.7330608169237772,0.02783152461051941,0.8157123525937399,0.9033728639284769,fixed-e4m3,0.2532552083333333,0.4541015625,0.00012757940809630478,,1,0.0,0,linear
silu,1.1030659675598145,-0.8144363959630331,-0.06217258361478647,0.5658728380997976,0.46704067786534625,fixed-e4m3,0.271484375,0.5917154947916666,3.117851035009759e-05,,1,0.0,0,linear
relu,1.122071385383606,-0.6573987007141113,-0.05751641715566317,0.7111005385716757,0.4336751302083333,fixed-e4m3,0.21333821614583334,0.5663248697916666,7.486934070281374e-05,0.009114583333333334,1,0.5663248697916666,2000,linear
tanh,1.2836499214172363,-0.7183268070220947,0.02471662809451421,0.807786246140798,0.9049225846926371,fixed-e4m3,0.255859375,0.4547526041666667,0.0001309615715096394,,1,0.0,2000,linear
silu,1.055246114730835,-0.7955331007639567,-0.055678488686680794,0.5681544542312622,0.4701080520947774,fixed-e4m3,0.2659912109375,0.5770670572916666,2.8398383619787637e-05,,1,0.0,2000,linear
relu,1.0797275304794312,-0.6258033315340678,-0.05185035367806753,0.7345376412073771,0.438232421875,fixed-e5m2,0.23270670572916666,0.561767578125,0.0002309403062099591,0.0159912109375,1,0.561767578125,0,linear
tanh,1.259012222290039,-0.7509230971336365,0.029118106390039127,0.8082278966903687,0.9026888012886047,fixed-e5m2,0.2600504557291667,0.4546712239583333,0.0004360709572210908,,1,0.0,0,linear
silu,1.0935051441192627,-0.7996027866999308,-0.059339833756287895,0.5592503348986307,0.46861793597539264,fixed-e5m2,0.268310546875,0.5857747395833334,0.00012058040738338605,,1,0.0,0,linear
relu,1.085993766784668,-0.6675643722216288,-0.07502351701259613,0.7294840216636658,0.4267985026041667,fixed-e5m2,0.19999186197916666,0.5732014973958334,0.0002931877485631655,0.016153971354166668,1,0.5732014973958334,2000,linear
tanh,1.2983156442642212,-0.7425892551740011,0.01939520115653674,0.8116204738616943,0.9039082924524943,fixed-e5m2,0.2592366536458333,0.4599609375,0.0005020595854148269,,1,0.0,2000,linear
silu,1.1167658567428589,-0.7988462646802267,-0.06465365489323933,0.5802844564119974,0.4675428469975789,fixed-e5m2,0.2544759114583333,0.5853271484375,0.00014767032310677072,,1,0.0,2000,linear
relu,1.0605218410491943,-0.629904051621755,-0.05578883240620295,0.7234355409940084,0.434814453125,fixed-hybrid,0.22684733072916666,0.565185546875,8.341278468530315e-05,0.010294596354166666,1,0.565185546875,0,linear
tanh,1.2441953420639038,-0.7330608169237772,0.02783152461051941,0.8157123525937399,0.9033728639284769,fixed-hybrid,0.2532552083333333,0.4541015625,0.00012757940809630478,,1,0.0,0,linear
silu,1.1030659675598145,-0.8144363959630331,-0.06217258361478647,0.5658728380997976,0.46704067786534625,fixed-hybrid,0.271484375,0.5917154947916666,3.117851035009759e-05,,1,0.0,0,linear
relu,1.0875813961029053,-0.662466824054718,-0.057148598755399384,0.7135633230209351,0.4340413411458333,fixed-hybrid,0.21407063802083334,0.5659586588541666,8.37998171239936e-05,0.009033203125,1,0.5659586588541666,2000,linear
tanh,1.276663064956665,-0.719618042310079,0.02461892180144787,0.8051496148109436,0.9048274755477905,fixed-hybrid,0.2541097005208333,0.455322265625,0.00012387553821705902,,1,0.0,2000,linear
silu,1.0555405616760254,-0.7966983119646708,-0.05658650025725365,0.5694619019826254,0.46968089540799457,fixed-hybrid,0.2649739583333333,0.5784098307291666,2.743666664173361e-05,,1,0.0,2000,linear
relu,1.0453294515609741,-0.6198388735453287,-0.05525078997015953,0.7362927595774332,0.4354248046875,calibrated,0.22395833333333334,0.5645751953125,9.715630767459515e-06,0.0030924479166666665,1,0.5645751953125,0,linear
tanh,1.270159125328064,-0.7474879026412964,0.02495484674970309,0.8167662620544434,0.901928722858429,calibrated,0.2511393229166667,0.458740234375,2.722462280265366e-05,,1,0.0,0,linear
silu,1.0875164270401,-0.825239380200704,-0.06445627907911937,0.5652814507484436,0.4659003218015035,calibrated,0.2659098307291667,0.591064453125,5.976957709208364e-06,,1,0.0,0,linear
relu,1.0386148691177368,-0.648030420144399,-0.058817148208618164,0.7196371754010519,0.4394938151041667,calibrated,0.198486328125,0.5605061848958334,1.2020404634919638e-05,0.004069010416666667,1,0.5605061848958334,2000,linear
tanh,1.3059197664260864,-0.7405175566673279,0.0185438043748339,0.8100824952125549,0.9024632771809896,calibrated,0.24641927083333334,0.4617106119791667,2.8107748827702988e-05,,1,0.0,2000,linear
silu,1.0978697538375854,-0.8025945822397867,-0.06146203354001045,0.5741076668103536,0.46857595443725586,calibrated,0.2575276692708333,0.58056640625,6.7986117452771095e-06,,1,0.0,2000,linear
relu,1.0453294515609741,-0.6198388735453287,-0.05525078997015953,0.7362927595774332,0.4354248046875,adaptive,0.22395833333333334,0.5645751953125,9.715630767459515e-06,0.0030924479166666665,1,0.5645751953125,0,linear
tanh,1.270159125328064,-0.7474879026412964,0.02495484674970309,0.8167662620544434,0.901928722858429,adaptive,0.2511393229166667,0.458740234375,2.722462280265366e-05,,1,0.0,0,linear
silu,1.0875164270401,-0.825239380200704,-0.06445627907911937,0.5652814507484436,0.4659003218015035,adaptive,0.2659098307291667,0.591064453125,5.976957709208364e-06,,1,0.0,0,linear
relu,1.0386148691177368,-0.648030420144399,-0.058817148208618164,0.7196371754010519,0.4394938151041667,adaptive,0.198486328125,0.5605061848958334,1.2020404634919638e-05,0.004069010416666667,1,0.5605061848958334,2000,linear
tanh,1.3059197664260864,-0.7405175566673279,0.0185438043748339,0.8100824952125549,0.9024632771809896,adaptive,0.24641927083333334,0.4617106119791667,2.8107748827702988e-05,,1,0.0,2000,linear
silu,1.0978697538375854,-0.8025945822397867,-0.06146203354001045,0.5741076668103536,0.46857595443725586,adaptive,0.2575276692708333,0.58056640625,6.7986117452771095e-06,,1,0.0,2000,linear
relu,1.267943024635315,-0.688712994257609,-0.05153371890385946,0.8163351615269979,0.4638264973958333,fp32,0.14383951822916666,0.5361735026041666,0.0,0.0,1,0.5361735026041666,0,kink
tanh,1.4105690717697144,-0.9109173019727071,-0.022824081281820934,0.8651054501533508,0.889532228310903,fp32,0.2693684895833333,0.5203857421875,0.0,,1,0.0,0,kink
silu,1.3905258178710938,-0.938598116238912,-0.06161437649279833,0.6016719539960226,0.4645318388938904,fp32,0.228759765625,0.5740152994791666,0.0,,1,0.00048828125,0,kink
relu,1.1054314374923706,-0.6577475070953369,-0.05336339771747589,0.7783369819323221,0.457275390625,fp32,0.14798990885416666,0.542724609375,0.0,0.0,1,0.542724609375,2000,kink
tanh,1.2742284536361694,-0.7921371459960938,0.002025198812286059,0.7602304617563883,0.9041975339253744,fp32,0.2534993489583333,0.4767659505208333,0.0,,1,0.0,2000,kink
silu,1.0499683618545532,-0.7305360436439514,-0.05730966820071141,0.5295778314272562,0.4675644139448802,fp32,0.2864583333333333,0.5848388671875,0.0,,1,0.0,2000,kink
relu,1.2872474193572998,-0.6896484692891439,-0.053768073519070946,0.8203015923500061,0.4622802734375,fixed-e4m3,0.14615885416666666,0.5377197265625,7.468008698197082e-05,0.00537109375,1,0.5377197265625,0,kink
tanh,1.4211421012878418,-0.9173684120178223,-0.021818844601511955,0.8682797352472941,0.8892618417739868,fixed-e4m3,0.2676188151041667,0.5167236328125,0.00016560457879677415,,1,0.0,0,kink
silu,1.3975666761398315,-0.9480019410451254,-0.06181022649010023,0.6164481441179911,0.46505000193913776,fixed-e4m3,0.22676595052083334,0.5723063151041666,3.6934954550815746e-05,,1,0.0006917317708333334,0,kink
relu,1.0340447425842285,-0.6715719302495321,-0.06153664613763491,0.7022337118784586,0.4291585286458333,fixed-e4m3,0.2088623046875,0.5708414713541666,4.001279012300074e-05,0.0067138671875,1,0.5708414713541666,2000,kink
tanh,1.0767021179199219,-0.7408144871393839,0.00449411819378535,0.6386841535568237,0.9274560809135437,fixed-e4m3,0.3075764973958333,0.4786783854166667,0.00012341317536386973,,1,0.0,2000,kink
silu,1.0317728519439697,-0.717852254708608,-0.04610033923139175,0.47845513621966046,0.4689887464046478,fixed-e4m3,0.3373209635416667,0.5831298828125,3.0263174267020077e-05,,1,0.0,2000,kink
relu,1.2639713287353516,-0.6895036697387695,-0.041455542047818504,0.8024954001108805,0.4676920572916667,fixed-e5m2,0.15425618489583334,0.5323079427083334,0.00035194433682287735,0.013468424479166666,1,0.5323079427083334,0,kink
tanh,1.4319339990615845,-0.8911823034286499,-0.021064185226957004,0.8647330403327942,0.8910974860191345,fixed-e5m2,0.2779134114583333,0.5190836588541666,0.0004964280039227257,,1,0.0,0,kink
silu,1.3648524284362793,-0.9137763579686483,-0.061322858557105064,0.5880770683288574,0.46566319465637207,fixed-e5m2,0.23445638020833334,0.5719807942708334,0.00012061304975456248,,1,0.0002848307291666667,0,kink
relu,1.009868860244751,-0.69368976354599,-0.04978514742106199,0.6783583958943685,0.4320475260416667,fixed-e5m2,0.20857747395833334,0.5679524739583334,0.00020377007119047144,0.021728515625,1,0.5679524739583334,2000,kink
tanh,1.119193196296692,-0.7432629466056824,-0.006099555020531018,0.6181294123331705,0.9375924865404764,fixed-e5m2,0.3509114583333333,0.500244140625,0.00039469951298087835,,1,0.0,2000,kink
silu,1.1022450923919678,-0.7511749068895975,-0.0366010715564092,0.466215858856837,0.4705551266670227,fixed-e5m2,0.3755289713541667,0.5746663411458334,0.0001204753765099061,,1,0.0,2000,kink
relu,1.2872474193572998,-0.6896484692891439,-0.053768073519070946,0.8203015923500061,0.4622802734375,fixed-hybrid,0.14615885416666666,0.5377197265625,7.468008698197082e-05,0.00537109375,1,0.5377197265625,0,kink
tanh,1.4211421012878418,-0.9173684120178223,-0.021818844601511955,0.8682797352472941,0.8892618417739868,fixed-hybrid,0.2676188151041667,0.5167236328125,0.00016560457879677415,,1,0.0,0,kink
