activation,family,gain,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step
2.silu,silu,1.0,0.8694350719451904,-0.5383075475692749,-0.009139766916632652,0.6398429274559021,0.5001282691955566,fp32,0.3131103515625,0.51513671875,0.0,,10,0.0,8000
3.relu,relu,1.0,0.8737430572509766,-0.645589292049408,0.042835187166929245,0.65727698802948,0.55517578125,fp32,0.250244140625,0.44482421875,0.0,0.0,10,0.44482421875,8000
3.tanh,tanh,1.0,0.8507366180419922,-0.5837051868438721,-0.005153568461537361,0.5723384618759155,0.9417893886566162,fp32,0.293701171875,0.5076904296875,0.0,,10,0.0,8000
3.silu,silu,1.0,1.0954533815383911,-0.5689999461174011,-0.016393117606639862,0.6839784383773804,0.4988267719745636,fp32,0.3214111328125,0.5296630859375,0.0,,10,0.0,8000
4.relu,relu,1.0,0.955946147441864,-0.6458886861801147,-0.008071580901741982,0.6053701043128967,0.4857177734375,fp32,0.2880859375,0.5142822265625,0.0,0.0,10,0.5142822265625,8000
4.tanh,tanh,1.0,0.8459984660148621,-0.6288135051727295,-0.01677706651389599,0.5807084441184998,0.9311959743499756,fp32,0.248291015625,0.521484375,0.0,,10,0.0,8000
4.silu,silu,1.0,1.0415257215499878,-0.6143808960914612,-0.024942440912127495,0.6884680986404419,0.48898744583129883,fp32,0.2794189453125,0.5347900390625,0.0,,10,0.0,8000
2.relu,relu,1.0,0.9074394702911377,-0.6090085506439209,-0.020151928067207336,0.5074886679649353,0.4644775390625,fp32,0.33544921875,0.5355224609375,0.0,0.0,10,0.5355224609375,8500
2.tanh,tanh,1.0,0.9443913102149963,-0.6139076948165894,-0.011120276525616646,0.5197427272796631,0.944171667098999,fp32,0.30712890625,0.5186767578125,0.0,,10,0.0,8500
2.silu,silu,1.0,0.8683066368103027,-0.5359417200088501,-0.010475210845470428,0.640004575252533,0.5001834034919739,fp32,0.3155517578125,0.5167236328125,0.0,,10,0.0,8500
3.relu,relu,1.0,0.8658023476600647,-0.6434145569801331,0.04218459874391556,0.6482374668121338,0.5552978515625,fp32,0.252197265625,0.4447021484375,0.0,0.0,10,0.4447021484375,8500
3.tanh,tanh,1.0,0.8409806489944458,-0.5779639482498169,-0.004856408573687077,0.5691888332366943,0.9429225921630859,fp32,0.29833984375,0.5079345703125,0.0,,10,0.0,8500
3.silu,silu,1.0,1.0932012796401978,-0.5649845600128174,-0.017562367022037506,0.6817531585693359,0.4982837438583374,fp32,0.3245849609375,0.5318603515625,0.0,,10,0.0,8500
4.relu,relu,1.0,0.9443488121032715,-0.6357231736183167,-0.009845918044447899,0.5998813509941101,0.483154296875,fp32,0.289794921875,0.516845703125,0.0,0.0,10,0.516845703125,8500
4.tanh,tanh,1.0,0.836009681224823,-0.6168727278709412,-0.015126544050872326,0.5753278732299805,0.932583212852478,fp32,0.251220703125,0.5205078125,0.0,,10,0.0,8500
4.silu,silu,1.0,1.0352119207382202,-0.6060299873352051,-0.026116184890270233,0.6843214631080627,0.48804640769958496,fp32,0.28369140625,0.5380859375,0.0,,10,0.0,8500
2.relu,relu,1.0,0.9042138457298279,-0.6052916049957275,-0.02060791105031967,0.5044165849685669,0.4639892578125,fp32,0.338134765625,0.5360107421875,0.0,0.0,10,0.5360107421875,9000
2.tanh,tanh,1.0,0.9389439225196838,-0.6108561754226685,-0.011021263897418976,0.5171055793762207,0.9444630146026611,fp32,0.3089599609375,0.5174560546875,0.0,,10,0.0,9000
2.silu,silu,1.0,0.8686020970344543,-0.5340738892555237,-0.009843479841947556,0.6407625079154968,0.5001823902130127,fp32,0.3154296875,0.5177001953125,0.0,,10,0.0,9000
3.relu,relu,1.0,0.8607113361358643,-0.6406030058860779,0.040955301374197006,0.6421491503715515,0.5548095703125,fp32,0.256591796875,0.4451904296875,0.0,0.0,10,0.4451904296875,9000
3.tanh,tanh,1.0,0.8353206515312195,-0.5744122266769409,-0.0043925633653998375,0.567337155342102,0.9439693093299866,fp32,0.3018798828125,0.505859375,0.0,,10,0.0,9000
3.silu,silu,1.0,1.0925544500350952,-0.5605866312980652,-0.018256962299346924,0.6798573732376099,0.49790820479393005,fp32,0.3284912109375,0.534423828125,0.0,,10,0.0,9000
4.relu,relu,1.0,0.9248706698417664,-0.6363580226898193,-0.011806200258433819,0.5940571427345276,0.47998046875,fp32,0.2938232421875,0.52001953125,0.0,0.0,10,0.52001953125,9000
4.tanh,tanh,1.0,0.8324456214904785,-0.6103286743164062,-0.014622006565332413,0.5717308521270752,0.9338128566741943,fp32,0.254150390625,0.5185546875,0.0,,10,0.0,9000
4.silu,silu,1.0,1.033665418624878,-0.5996938347816467,-0.027646929025650024,0.6801893711090088,0.48728951811790466,fp32,0.2890625,0.541015625,0.0,,10,0.0,9000
2.relu,relu,1.0,0.9052741527557373,-0.6054106950759888,-0.019859813153743744,0.5007517337799072,0.46435546875,fp32,0.3388671875,0.53564453125,0.0,0.0,10,0.53564453125,9500
2.tanh,tanh,1.0,0.9373415112495422,-0.6105855703353882,-0.011204242706298828,0.51687091588974,0.9445536732673645,fp32,0.310546875,0.517333984375,0.0,,10,0.0,9500
2.silu,silu,1.0,0.8690723776817322,-0.5339855551719666,-0.0097577515989542,0.6416041851043701,0.5003352761268616,fp32,0.3175048828125,0.51806640625,0.0,,10,0.0,9500
3.relu,relu,1.0,0.8600805997848511,-0.6410120129585266,0.040788713842630386,0.640509843826294,0.5545654296875,fp32,0.2607421875,0.4454345703125,0.0,0.0,10,0.4454345703125,9500
3.tanh,tanh,1.0,0.8296644687652588,-0.5742573738098145,-0.004050679504871368,0.5656093955039978,0.9443381428718567,fp32,0.3031005859375,0.5064697265625,0.0,,10,0.0,9500
3.silu,silu,1.0,1.0910719633102417,-0.559742271900177,-0.019404463469982147,0.6800605654716492,0.49771803617477417,fp32,0.329345703125,0.5355224609375,0.0,,10,0.0,9500
4.relu,relu,1.0,0.9218376874923706,-0.6283140182495117,-0.010394446551799774,0.5925390720367432,0.482177734375,fp32,0.2950439453125,0.517822265625,0.0,0.0,10,0.517822265625,9500
4.tanh,tanh,1.0,0.8300376534461975,-0.6059190034866333,-0.013839741237461567,0.5692564845085144,0.9343253374099731,fp32,0.25537109375,0.5186767578125,0.0,,10,0.0,9500
4.silu,silu,1.0,1.0318483114242554,-0.5992267727851868,-0.028157640248537064,0.6755824685096741,0.48686766624450684,fp32,0.2906494140625,0.5418701171875,0.0,,10,0.0,9500
2.relu,relu,1.0,0.8997790813446045,-0.6046348810195923,-0.021014675498008728,0.49948832392692566,0.4638671875,fp32,0.3404541015625,0.5361328125,0.0,0.0,10,0.5361328125,10000
2.tanh,tanh,1.0,0.9323263764381409,-0.6083951592445374,-0.011538974940776825,0.5150852203369141,0.9447087049484253,fp32,0.3106689453125,0.518310546875,0.0,,10,0.0,10000
2.silu,silu,1.0,0.8672431707382202,-0.5338343381881714,-0.009689690545201302,0.6401047110557556,0.5004278421401978,fp32,0.3193359375,0.5177001953125,0.0,,10,0.0,10000
3.relu,relu,1.0,0.8563206791877747,-0.6392642855644226,0.03962293639779091,0.6381574273109436,0.552734375,fp32,0.26220703125,0.447265625,0.0,0.0,10,0.447265625,10000
3.tanh,tanh,1.0,0.8248834013938904,-0.5722867846488953,-0.004210024140775204,0.5659981369972229,0.9449738264083862,fp32,0.3037109375,0.5067138671875,0.0,,10,0.0,10000
3.silu,silu,1.0,1.091855764389038,-0.5571647882461548,-0.019866619259119034,0.6801888346672058,0.49745747447013855,fp32,0.331787109375,0.5360107421875,0.0,,10,0.0,10000
4.relu,relu,1.0,0.9113671183586121,-0.6219677925109863,-0.013819930143654346,0.5912613868713379,0.4752197265625,fp32,0.300048828125,0.5247802734375,0.0,0.0,10,0.5247802734375,10000
4.tanh,tanh,1.0,0.8255623579025269,-0.5991289019584656,-0.013423779048025608,0.5662900805473328,0.9351552724838257,fp32,0.258056640625,0.5181884765625,0.0,,10,0.0,10000
4.silu,silu,1.0,1.0302226543426514,-0.596027672290802,-0.029447080567479134,0.6760398745536804,0.4862668514251709,fp32,0.2933349609375,0.5433349609375,0.0,,10,0.0,10000
2.relu,relu,1.0,0.8944556713104248,-0.6030868887901306,-0.02310868352651596,0.49635961651802063,0.4586181640625,fp32,0.3424072265625,0.5413818359375,0.0,0.0,10,0.5413818359375,10500
2.tanh,tanh,1.0,0.9241930842399597,-0.6057966947555542,-0.011544905602931976,0.5119403004646301,0.9450250267982483,fp32,0.312255859375,0.5177001953125,0.0,,10,0.0,10500
2.silu,silu,1.0,0.8710970878601074,-0.5338872671127319,-0.010194364935159683,0.6394613981246948,0.5004866123199463,fp32,0.32080078125,0.5189208984375,0.0,,10,0.0,10500
3.relu,relu,1.0,0.853227972984314,-0.6390702128410339,0.03855476900935173,0.6357647776603699,0.552001953125,fp32,0.264404296875,0.447998046875,0.0,0.0,10,0.447998046875,10500
3.tanh,tanh,1.0,0.8171901106834412,-0.5662052631378174,-0.003987342584878206,0.5635861158370972,0.9459384679794312,fp32,0.3072509765625,0.5069580078125,0.0,,10,0.0,10500
3.silu,silu,1.0,1.0866413116455078,-0.5542706847190857,-0.020918352529406548,0.6786916851997375,0.49713537096977234,fp32,0.3338623046875,0.53759765625,0.0,,10,0.0,10500
4.relu,relu,1.0,0.8992437720298767,-0.6206703782081604,-0.015177061781287193,0.5802708268165588,0.471923828125,fp32,0.302490234375,0.528076171875,0.0,0.0,10,0.528076171875,10500
4.tanh,tanh,1.0,0.815956711769104,-0.5927752256393433,-0.012166209518909454,0.5621845126152039,0.9362170696258545,fp32,0.2607421875,0.5166015625,0.0,,10,0.0,10500
4.silu,silu,1.0,1.025192379951477,-0.5928888320922852,-0.030235320329666138,0.6682150959968567,0.4854615032672882,fp32,0.300048828125,0.5469970703125,0.0,,10,0.0,10500
2.relu,relu,1.0,0.8933993577957153,-0.6028037071228027,-0.022762048989534378,0.49526336789131165,0.4598388671875,fp32,0.3441162109375,0.5401611328125,0.0,0.0,10,0.5401611328125,11000
2.tanh,tanh,1.0,0.9245154857635498,-0.6042069792747498,-0.011893944814801216,0.5113988518714905,0.9451073408126831,fp32,0.3121337890625,0.5184326171875,0.0,,10,0.0,11000
2.silu,silu,1.0,0.8710409998893738,-0.5333869457244873,-0.010337552055716515,0.6389065384864807,0.5005599856376648,fp32,0.3212890625,0.5185546875,0.0,,10,0.0,11000
3.relu,relu,1.0,0.852469801902771,-0.6357356905937195,0.037994977086782455,0.634943962097168,0.551025390625,fp32,0.264892578125,0.448974609375,0.0,0.0,10,0.448974609375,11000
3.tanh,tanh,1.0,0.8141449689865112,-0.5655989050865173,-0.00408699968829751,0.5637367963790894,0.9462140202522278,fp32,0.30859375,0.5069580078125,0.0,,10,0.0,11000
3.silu,silu,1.0,1.0857523679733276,-0.5547719597816467,-0.021521873772144318,0.6773774027824402,0.49695074558258057,fp32,0.335205078125,0.538818359375,0.0,,10,0.0,11000
4.relu,relu,1.0,0.8945363759994507,-0.6164664626121521,-0.015213311649858952,0.5795373916625977,0.4737548828125,fp32,0.302490234375,0.5262451171875,0.0,0.0,10,0.5262451171875,11000
4.tanh,tanh,1.0,0.8144883513450623,-0.5900440216064453,-0.011756163090467453,0.560432493686676,0.9366702437400818,fp32,0.261474609375,0.515380859375,0.0,,10,0.0,11000
4.silu,silu,1.0,1.0251444578170776,-0.5922155976295471,-0.03052227944135666,0.670043408870697,0.4851049780845642,fp32,0.3013916015625,0.5484619140625,0.0,,10,0.0,11000
2.relu,relu,1.0,0.8858953714370728,-0.6002038717269897,-0.021769186481833458,0.4960348606109619,0.4599609375,fp32,0.3441162109375,0.5400390625,0.0,0.0,10,0.5400390625,11500
2.tanh,tanh,1.0,0.9231998920440674,-0.603606641292572,-0.012198924086987972,0.5107238292694092,0.9452002048492432,fp32,0.3115234375,0.5189208984375,0.0,,10,0.0,11500
2.silu,silu,1.0,0.8714553713798523,-0.5337091088294983,-0.010489359498023987,0.6386361718177795,0.5006768107414246,fp32,0.322509765625,0.51708984375,0.0,,10,0.0,11500
3.relu,relu,1.0,0.8510332703590393,-0.634040892124176,0.037948016077280045,0.6304041743278503,0.552001953125,fp32,0.2666015625,0.447998046875,0.0,0.0,10,0.447998046875,11500
3.tanh,tanh,1.0,0.8098539113998413,-0.5636739730834961,-0.004000188782811165,0.5620800256729126,0.9465450644493103,fp32,0.3101806640625,0.506591796875,0.0,,10,0.0,11500
3.silu,silu,1.0,1.0854178667068481,-0.5534404516220093,-0.02195005863904953,0.6787671446800232,0.49680095911026,fp32,0.33544921875,0.53857421875,0.0,,10,0.0,11500
4.relu,relu,1.0,0.8887906670570374,-0.6104273200035095,-0.014336343854665756,0.5765887498855591,0.4747314453125,fp32,0.3033447265625,0.5252685546875,0.0,0.0,10,0.5252685546875,11500
4.tanh,tanh,1.0,0.8130457997322083,-0.5866084694862366,-0.011710649356245995,0.5588991641998291,0.9372180700302124,fp32,0.2635498046875,0.5147705078125,0.0,,10,0.0,11500
4.silu,silu,1.0,1.0240062475204468,-0.5911416411399841,-0.03187822550535202,0.6661936044692993,0.4847525656223297,fp32,0.302978515625,0.5496826171875,0.0,,10,0.0,11500
2.relu,relu,1.0,0.8887669444084167,-0.60097336769104,-0.02156035415828228,0.4966435432434082,0.458251953125,fp32,0.344970703125,0.541748046875,0.0,0.0,10,0.541748046875,12000
2.tanh,tanh,1.0,0.9219511151313782,-0.6022792458534241,-0.012262078002095222,0.5104733109474182,0.9453083276748657,fp32,0.3118896484375,0.518798828125,0.0,,10,0.0,12000
2.silu,silu,1.0,0.8723995685577393,-0.5330096483230591,-0.011050546541810036,0.6388283371925354,0.5006459951400757,fp32,0.322998046875,0.5177001953125,0.0,,10,0.0,12000
3.relu,relu,1.0,0.8500571846961975,-0.6365787386894226,0.03722856938838959,0.6262776255607605,0.5499267578125,fp32,0.2659912109375,0.4500732421875,0.0,0.0,10,0.4500732421875,12000
3.tanh,tanh,1.0,0.805010199546814,-0.5644261837005615,-0.004491327330470085,0.5617583394050598,0.9469457864761353,fp32,0.311767578125,0.506591796875,0.0,,10,0.0,12000
3.silu,silu,1.0,1.0849189758300781,-0.5519076585769653,-0.02201009728014469,0.6777395606040955,0.4966883659362793,fp32,0.3369140625,0.5384521484375,0.0,,10,0.0,12000
4.relu,relu,1.0,0.8851483464241028,-0.6109269261360168,-0.01472400687634945,0.5747746825218201,0.473388671875,fp32,0.3052978515625,0.526611328125,0.0,0.0,10,0.526611328125,12000
4.tanh,tanh,1.0,0.8102157711982727,-0.5824142098426819,-0.011496666818857193,0.5576212406158447,0.9378149509429932,fp32,0.2640380859375,0.5137939453125,0.0,,10,0.0,12000
4.silu,silu,1.0,1.0221118927001953,-0.5887906551361084,-0.03255300223827362,0.6657857298851013,0.4844033420085907,fp32,0.3057861328125,0.55224609375,0.0,,10,0.0,12000
2.relu,relu,1.0,0.8832190632820129,-0.6008893847465515,-0.020856911316514015,0.49645721912384033,0.4599609375,fp32,0.3455810546875,0.5400390625,0.0,0.0,10,0.5400390625,12500
2.tanh,tanh,1.0,0.9248160719871521,-0.6010663509368896,-0.011870509013533592,0.5094166994094849,0.945359468460083,fp32,0.3114013671875,0.5189208984375,0.0,,10,0.0,12500
2.silu,silu,1.0,0.872285008430481,-0.5323820114135742,-0.010925093665719032,0.6398050785064697,0.5006645917892456,fp32,0.32275390625,0.5179443359375,0.0,,10,0.0,12500
3.relu,relu,1.0,0.8495920300483704,-0.6397112607955933,0.03798994421958923,0.6266638040542603,0.552490234375,fp32,0.267822265625,0.447509765625,0.0,0.0,10,0.447509765625,12500
3.tanh,tanh,1.0,0.8009966015815735,-0.5627341866493225,-0.00402887724339962,0.5598361492156982,0.9472227096557617,fp32,0.313232421875,0.507080078125,0.0,,10,0.0,12500
3.silu,silu,1.0,1.084972858428955,-0.5507670044898987,-0.022101685404777527,0.6770034432411194,0.496587336063385,fp32,0.3365478515625,0.5384521484375,0.0,,10,0.0,12500
4.relu,relu,1.0,0.881466805934906,-0.6063454747200012,-0.015428862534463406,0.5725160241127014,0.47314453125,fp32,0.3094482421875,0.52685546875,0.0,0.0,10,0.52685546875,12500
4.tanh,tanh,1.0,0.8070772290229797,-0.5802505016326904,-0.011303301900625229,0.5566855669021606,0.9382351636886597,fp32,0.2647705078125,0.5137939453125,0.0,,10,0.0,12500
4.silu,silu,1.0,1.020409345626831,-0.5877094864845276,-0.03246711194515228,0.664413571357727,0.4841867685317993,fp32,0.30615234375,0.5528564453125,0.0,,10,0.0,12500
2.relu,relu,1.0,0.8786837458610535,-0.6014792919158936,-0.021293694153428078,0.4965207576751709,0.46044921875,fp32,0.3460693359375,0.53955078125,0.0,0.0,10,0.53955078125,13000
2.tanh,tanh,1.0,0.9232645034790039,-0.6000474095344543,-0.012081515975296497,0.5085338950157166,0.9454470872879028,fp32,0.3126220703125,0.519287109375,0.0,,10,0.0,13000
2.silu,silu,1.0,0.8738604187965393,-0.5330278277397156,-0.011031221598386765,0.6396661400794983,0.5007263422012329,fp32,0.3240966796875,0.517822265625,0.0,,10,0.0,13000
3.relu,relu,1.0,0.8491527438163757,-0.6392598152160645,0.03864353150129318,0.6240532398223877,0.552490234375,fp32,0.2686767578125,0.447509765625,0.0,0.0,10,0.447509765625,13000
3.tanh,tanh,1.0,0.7991988062858582,-0.5618703961372375,-0.004263286478817463,0.5581560730934143,0.9474568367004395,fp32,0.314208984375,0.506591796875,0.0,,10,0.0,13000
3.silu,silu,1.0,1.0816792249679565,-0.5495470762252808,-0.02223243936896324,0.6778695583343506,0.4965316951274872,fp32,0.3377685546875,0.5384521484375,0.0,,10,0.0,13000
4.relu,relu,1.0,0.8794605731964111,-0.604778528213501,-0.01610463485121727,0.5734301805496216,0.472412109375,fp32,0.30810546875,0.527587890625,0.0,0.0,10,0.527587890625,13000
4.tanh,tanh,1.0,0.8045105338096619,-0.577131450176239,-0.010703004896640778,0.5549395680427551,0.9385601282119751,fp32,0.2657470703125,0.5133056640625,0.0,,10,0.0,13000
4.silu,silu,1.0,1.0213907957077026,-0.5866746306419373,-0.03236585110425949,0.6633111834526062,0.48404932022094727,fp32,0.307861328125,0.5537109375,0.0,,10,0.0,13000
2.relu,relu,1.0,0.870658278465271,-0.6001780033111572,-0.020642779767513275,0.49779367446899414,0.461181640625,fp32,0.3465576171875,0.538818359375,0.0,0.0,10,0.538818359375,13500
2.tanh,tanh,1.0,0.9223269820213318,-0.599251389503479,-0.012422041967511177,0.5075400471687317,0.9455143213272095,fp32,0.311767578125,0.5191650390625,0.0,,10,0.0,13500
2.silu,silu,1.0,0.8738626837730408,-0.5329007506370544,-0.010882461443543434,0.6406834125518799,0.5007984638214111,fp32,0.32470703125,0.5179443359375,0.0,,10,0.0,13500
3.relu,relu,1.0,0.852239727973938,-0.6375219225883484,0.03907226026058197,0.6220794916152954,0.5538330078125,fp32,0.269287109375,0.4461669921875,0.0,0.0,10,0.4461669921875,13500
3.tanh,tanh,1.0,0.7976030707359314,-0.5629086494445801,-0.00458174291998148,0.5572912693023682,0.9475365281105042,fp32,0.3145751953125,0.5062255859375,0.0,,10,0.0,13500
3.silu,silu,1.0,1.0819088220596313,-0.5481317043304443,-0.02264716848731041,0.6778497099876404,0.4964590072631836,fp32,0.3375244140625,0.5390625,0.0,,10,0.0,13500
4.relu,relu,1.0,0.8784345984458923,-0.6021483540534973,-0.01564975269138813,0.5710123181343079,0.4735107421875,fp32,0.3096923828125,0.5264892578125,0.0,0.0,10,0.5264892578125,13500
4.tanh,tanh,1.0,0.8034576177597046,-0.5748102068901062,-0.010589184239506721,0.5545429587364197,0.9388109445571899,fp32,0.2664794921875,0.512939453125,0.0,,10,0.0,13500
4.silu,silu,1.0,1.019970417022705,-0.5860117673873901,-0.03248182311654091,0.6621262431144714,0.48390161991119385,fp32,0.3082275390625,0.5546875,0.0,,10,0.0,13500
2.relu,relu,1.0,0.863231360912323,-0.5994352698326111,-0.020588666200637817,0.49599549174308777,0.46142578125,fp32,0.346923828125,0.53857421875,0.0,0.0,10,0.53857421875,14000
2.tanh,tanh,1.0,0.925537109375,-0.5980846881866455,-0.012392258271574974,0.5089787244796753,0.9455423355102539,fp32,0.3125,0.519775390625,0.0,,10,0.0,14000
2.silu,silu,1.0,0.8746616244316101,-0.5327611565589905,-0.01051979698240757,0.6416968703269958,0.5008036494255066,fp32,0.3250732421875,0.517822265625,0.0,,10,0.0,14000
3.relu,relu,1.0,0.8537297248840332,-0.6350975632667542,0.03852874040603638,0.6214416027069092,0.5548095703125,fp32,0.27099609375,0.4451904296875,0.0,0.0,10,0.4451904296875,14000
3.tanh,tanh,1.0,0.7949534058570862,-0.5613206028938293,-0.004883867688477039,0.5546535849571228,0.9477241635322571,fp32,0.3150634765625,0.506103515625,0.0,,10,0.0,14000
3.silu,silu,1.0,1.0819014310836792,-0.5479415059089661,-0.02249971404671669,0.6782179474830627,0.4963649809360504,fp32,0.3397216796875,0.539794921875,0.0,,10,0.0,14000
4.relu,relu,1.0,0.8764873743057251,-0.6003427505493164,-0.014975533820688725,0.5711549520492554,0.475830078125,fp32,0.311767578125,0.524169921875,0.0,0.0,10,0.524169921875,14000
4.tanh,tanh,1.0,0.8010849356651306,-0.5724680423736572,-0.010490511544048786,0.5546966195106506,0.9391066431999207,fp32,0.26708984375,0.5123291015625,0.0,,10,0.0,14000
4.silu,silu,1.0,1.0189611911773682,-0.5861697196960449,-0.03276408091187477,0.6607473492622375,0.48378288745880127,fp32,0.308837890625,0.5548095703125,0.0,,10,0.0,14000
2.relu,relu,1.0,0.8621340990066528,-0.5985567569732666,-0.0206623412668705,0.49428385496139526,0.4613037109375,fp32,0.34765625,0.5386962890625,0.0,0.0,10,0.5386962890625,14500
2.tanh,tanh,1.0,0.9251007437705994,-0.5972940325737,-0.012603658251464367,0.5077511668205261,0.9455994367599487,fp32,0.3123779296875,0.5196533203125,0.0,,10,0.0,14500
