array,elements,format,gain,margin,mode,mse_e3m4,mse_e4m3,mse_e5m2,seed,step
weight:3.expand.bias,48,e3m4,1.0,0.6183062258511991,adaptive,2.338836352251366e-06,6.127520307259676e-06,3.59398179191572e-05,10,12200
weight:3.project.weight,1536,e3m4,1.0,0.7624800208847742,adaptive,1.3288674596314102e-06,5.594760763206153e-06,2.088890319550985e-05,10,12200
weight:3.project.bias,32,e3m4,1.0,0.7657418719592883,adaptive,7.263170571302953e-07,3.100498852291985e-06,8.64352541803833e-06,10,12200
weight:4.expand.weight,1536,e3m4,1.0,0.7603616185580265,adaptive,1.8930598043075077e-06,7.899651937708889e-06,2.7881084883416983e-05,10,12200
weight:4.expand.bias,48,e3m4,1.0,0.8110396970913629,adaptive,1.5622068715089659e-06,8.267381283063977e-06,1.8998805650868698e-05,10,12200
weight:4.project.weight,1536,e3m4,1.0,0.7298663384992056,adaptive,1.3455780496145493e-06,4.9811565213267285e-06,1.950181466906146e-05,10,12200
weight:4.project.bias,32,e3m4,1.0,0.8376891345495687,adaptive,1.1109237362215749e-06,6.8444200154970156e-06,1.1320987413156908e-05,10,12200
weight:5.weight,32,e3m4,1.0,0.6937584671619208,adaptive,1.5340138546225977e-06,5.0091633241454734e-06,2.3687864590740017e-05,10,12200
weight:5.bias,1,e3m4,1.0,0.8999515129343321,adaptive,2.2027130432145103e-07,2.201645529900653e-06,5.868291609992249e-06,10,12200
gradient:1.weight,576,e3m4,1.0,0.7298272192876643,adaptive,5.755239267448939e-12,2.1302069188001528e-11,8.480663924235011e-11,10,12200
gradient:1.bias,32,e3m4,1.0,0.6764699214759908,adaptive,2.8557637121653093e-11,8.826887828154078e-11,2.7406179622441933e-10,10,12200
gradient:2.expand.weight,1536,e3m4,1.0,0.7686999010938651,adaptive,2.2023080983788381e-13,9.521431719199431e-13,3.4554969032123965e-12,10,12200
gradient:2.expand.bias,48,e3m4,1.0,0.817348745360221,adaptive,1.3890243434205529e-12,7.604789499858391e-12,2.7139390656545902e-11,10,12200
gradient:2.project.weight,1536,e3m4,1.0,0.764507663285285,adaptive,1.3316438789095719e-13,5.654722771394378e-13,2.0248149773226054e-12,10,12200
gradient:2.project.bias,32,e3m4,1.0,0.6541917647553072,adaptive,1.1953628331364775e-11,3.4567217067304435e-11,2.6062813856852714e-10,10,12200
gradient:3.expand.weight,1536,e3m4,1.0,0.7009869370514231,adaptive,8.620895929322039e-14,2.8831168258373475e-13,1.7834532378049745e-12,10,12200
gradient:3.expand.bias,48,e3m4,1.0,0.5227498976383068,adaptive,8.151717273224067e-13,1.7080598270979796e-12,9.398049632788042e-12,10,12200
gradient:3.project.weight,1536,e3m4,1.0,0.75994008794607,adaptive,1.592140867903446e-13,6.632264647109294e-13,2.755807806050211e-12,10,12200
gradient:3.project.bias,32,e3m4,1.0,0.724472504862725,adaptive,7.953890027281366e-12,2.8867863163052124e-11,1.0544403217995857e-10,10,12200
gradient:4.expand.weight,1536,e3m4,1.0,0.7438165887519134,adaptive,7.343825318705362e-14,2.86662796897245e-13,1.0405384883296731e-12,10,12200
gradient:4.expand.bias,48,e3m4,1.0,0.7971281241741434,adaptive,5.657677832670453e-13,2.788793572119849e-12,1.504737280123315e-11,10,12200
gradient:4.project.weight,1536,e3m4,1.0,0.8004210063182368,adaptive,6.463005822738916e-14,3.2383196765910343e-13,1.0655823504694074e-12,10,12200
gradient:4.project.bias,32,e3m4,1.0,0.7041238023579764,adaptive,7.84978025091201e-12,2.653062434041872e-11,1.3803604739941413e-10,10,12200
gradient:5.weight,32,e3m4,1.0,0.9036122326672446,adaptive,5.3020285529569524e-11,5.500727633469277e-10,1.842303818065865e-09,10,12200
gradient:5.bias,1,e4m3,1.0,0.0,adaptive,4.925890953813572e-10,4.925890953813572e-10,4.9260149751796656e-08,10,12200
weight:1.weight,576,e3m4,1.0,0.7175401319989675,adaptive,2.8851269852735413e-06,1.0214289929721963e-05,3.9644079610068336e-05,10,12300
weight:1.bias,32,e3m4,1.0,0.7955337048768463,adaptive,2.0443715364319135e-06,9.998574753851488e-06,3.4359504605437154e-05,10,12300
weight:2.expand.weight,1536,e3m4,1.0,0.7484682507327947,adaptive,1.8389263187537975e-06,7.310911342648372e-06,2.7181565106204933e-05,10,12300
weight:2.expand.bias,48,e3m4,1.0,0.8561555854745357,adaptive,9.453042514321884e-07,6.571713295581908e-06,3.116371327923308e-05,10,12300
weight:2.project.weight,1536,e3m4,1.0,0.7576531237909506,adaptive,1.4081416233194617e-06,5.810438514193158e-06,2.2417161904756077e-05,10,12300
weight:2.project.bias,32,e3m4,1.0,0.6293476630306329,adaptive,2.0170530243894615e-06,5.441900193809281e-06,1.5742004620961518e-05,10,12300
weight:3.expand.weight,1536,e3m4,1.0,0.7217074278424793,adaptive,1.846990384812574e-06,6.63686554942304e-06,2.7352812775015848e-05,10,12300
weight:3.expand.bias,48,e3m4,1.0,0.6261286975033157,adaptive,2.3798770519461952e-06,6.36549806324678e-06,3.500850536553005e-05,10,12300
weight:3.project.weight,1536,e3m4,1.0,0.7629320184381833,adaptive,1.3274150761253825e-06,5.599301379209033e-06,2.0954939468287523e-05,10,12300
weight:3.project.bias,32,e3m4,1.0,0.7621970426333919,adaptive,7.362366609386856e-07,3.0959945540276396e-06,8.572240655948518e-06,10,12300
weight:4.expand.weight,1536,e3m4,1.0,0.757398228914088,adaptive,1.9256780715958176e-06,7.937609288573093e-06,2.7595002031371334e-05,10,12300
weight:4.expand.bias,48,e3m4,1.0,0.7428410767707159,adaptive,1.9632795330575213e-06,7.634498964311854e-06,1.9027518114630507e-05,10,12300
weight:4.project.weight,1536,e3m4,1.0,0.729020745040932,adaptive,1.3501059086377953e-06,4.982322018863516e-06,1.951619976854377e-05,10,12300
weight:4.project.bias,32,e3m4,1.0,0.8394108007324651,adaptive,1.1056758911557196e-06,6.885119897221168e-06,1.1391891242529582e-05,10,12300
weight:5.weight,32,e3m4,1.0,0.6994316979622283,adaptive,1.5138389715172388e-06,5.03658889262048e-06,2.3792712565478873e-05,10,12300
weight:5.bias,1,e3m4,1.0,0.9421054027374134,adaptive,1.43491272419638e-07,2.478491589963383e-06,5.437885486125893e-06,10,12300
gradient:1.weight,576,e3m4,1.0,0.742162677686425,adaptive,5.740223416981696e-12,2.2262965522115477e-11,1.0361232397256211e-10,10,12300
gradient:1.bias,32,e3m4,1.0,0.7279167989986427,adaptive,1.8630128818804828e-11,6.847217597499483e-11,3.026861152336627e-10,10,12300
gradient:2.expand.weight,1536,e3m4,1.0,0.770953721405259,adaptive,3.508980577122874e-13,1.5319963278388061e-12,4.239333532717297e-12,10,12300
gradient:2.expand.bias,48,e3m4,1.0,0.6526933895429414,adaptive,1.664623253746855e-12,4.792950101226683e-12,1.616802106424046e-11,10,12300
gradient:2.project.weight,1536,e3m4,1.0,0.7454425494631297,adaptive,4.101911347220161e-13,1.6113892320060128e-12,6.3594309480847374e-12,10,12300
gradient:2.project.bias,32,e3m4,1.0,0.6481954749117297,adaptive,7.116745956108161e-12,2.0229262128798708e-11,9.121494148596209e-11,10,12300
gradient:3.expand.weight,1536,e3m4,1.0,0.6646211888114605,adaptive,2.254085613284139e-13,6.721013785265528e-13,2.8929951050374474e-12,10,12300
gradient:3.expand.bias,48,e3m4,1.0,0.4643939597514124,adaptive,1.4494915302787334e-12,2.7062643460966004e-12,5.502686929400341e-12,10,12300
gradient:3.project.weight,1536,e3m4,1.0,0.764015475677203,adaptive,2.7866378024647594e-13,1.1808561643868607e-12,4.583528831279033e-12,10,12300
gradient:3.project.bias,32,e3m4,1.0,0.8004102981243149,adaptive,5.110721560600094e-12,2.560613855610304e-11,7.18838657576563e-11,10,12300
gradient:4.expand.weight,1536,e3m4,1.0,0.8261476553089334,adaptive,1.3903008345704408e-13,7.997020903232501e-13,2.5944082603596914e-12,10,12300
gradient:4.expand.bias,48,e3m4,1.0,0.920342194255085,adaptive,2.218798461454739e-13,2.7854124786714663e-12,1.0356312475885195e-11,10,12300
gradient:4.project.weight,1536,e3m4,1.0,0.7462703309377867,adaptive,2.1944381065662778e-13,8.648724899523725e-13,3.957382479313003e-12,10,12300
gradient:4.project.bias,32,e3m4,1.0,0.39811840881830535,adaptive,7.873393581904179e-12,1.3081299872365388e-11,8.231831075876197e-11,10,12300
gradient:5.weight,32,e3m4,1.0,0.718365274209799,adaptive,3.381496446526132e-10,1.2006674379512137e-09,6.419562184867938e-09,10,12300
gradient:5.bias,1,e3m4,1.0,0.6800653401585997,adaptive,4.862330074705858e-10,1.5197884709072275e-09,1.5197884709072275e-09,10,12300
weight:1.weight,576,e3m4,1.0,0.7240989286708691,adaptive,2.8351434132378867e-06,1.0275942023638453e-05,3.972398308396625e-05,10,12400
weight:1.bias,32,e3m4,1.0,0.7930525210778788,adaptive,2.07050649671845e-06,1.000498535909986e-05,3.429955185631815e-05,10,12400
weight:2.expand.weight,1536,e3m4,1.0,0.7440728678523297,adaptive,1.8416461874829231e-06,7.195978683574241e-06,2.7406317194096172e-05,10,12400
weight:2.expand.bias,48,e3m4,1.0,0.8593113454759521,adaptive,9.535971237927856e-07,6.778066980730046e-06,3.097861771388557e-05,10,12400
weight:2.project.weight,1536,e3m4,1.0,0.7604290899999231,adaptive,1.3948398951685275e-06,5.822242338053813e-06,2.2437230818830363e-05,10,12400
weight:2.project.bias,32,e3m4,1.0,0.6594557861096366,adaptive,1.9190912931532334e-06,5.6353660255436784e-06,1.5769211447910184e-05,10,12400
weight:3.expand.weight,1536,e3m4,1.0,0.7323032466863401,adaptive,1.7986685732448851e-06,6.71905262570513e-06,2.74547049068726e-05,10,12400
weight:3.expand.bias,48,e3m4,1.0,0.6438432244428367,adaptive,2.2192722770238937e-06,6.231166804427956e-06,3.551905822200481e-05,10,12400
weight:3.project.weight,1536,e3m4,1.0,0.7633007933493163,adaptive,1.3281278674657786e-06,5.61103641308695e-06,2.0946500367123236e-05,10,12400
weight:3.project.bias,32,e3m4,1.0,0.763218794848527,adaptive,7.393192208544442e-07,3.12237291123461e-06,8.56164198904617e-06,10,12400
weight:4.expand.weight,1536,e3m4,1.0,0.7603836199324645,adaptive,1.924598906598598e-06,8.032000592180519e-06,2.728760259238049e-05,10,12400
weight:4.expand.bias,48,e3m4,1.0,0.7336573918999094,adaptive,1.9251097823912984e-06,7.2279452248505765e-06,1.891871472221394e-05,10,12400
weight:4.project.weight,1536,e3m4,1.0,0.7319011383782182,adaptive,1.338027791000081e-06,4.990799971719732e-06,1.9505868337849284e-05,10,12400
weight:4.project.bias,32,e3m4,1.0,0.8330797927459119,adaptive,1.1437341101586933e-06,6.851981129029431e-06,1.1477041787904345e-05,10,12400
weight:5.weight,32,e3m4,1.0,0.6934920408418768,adaptive,1.5201566014608527e-06,4.959599110040157e-06,2.4093388191178432e-05,10,12400
weight:5.bias,1,e3m4,1.0,0.9615809058950654,adaptive,1.0245640348627294e-07,2.666809456944308e-06,5.167497881278238e-06,10,12400
gradient:1.weight,576,e3m4,1.0,0.6970661566484649,adaptive,2.213184253666563e-12,7.30583360769733e-12,3.813584561271595e-11,10,12400
gradient:1.bias,32,e3m4,1.0,0.768993752662246,adaptive,2.8815053040352408e-11,1.247371158677884e-10,4.525807413788701e-10,10,12400
gradient:2.expand.weight,1536,e3m4,1.0,0.762955897214176,adaptive,9.39961746439478e-14,3.965345416286351e-13,1.5307561599072499e-12,10,12400
gradient:2.expand.bias,48,e3m4,1.0,0.2195449716258893,adaptive,3.3576711645879202e-12,4.3021968499361405e-12,4.9773238531489336e-11,10,12400
gradient:2.project.weight,1536,e3m4,1.0,0.723204564893571,adaptive,1.3031856174334022e-13,4.708118170129222e-13,1.8689345754942364e-12,10,12400
gradient:2.project.bias,32,e3m4,1.0,0.588930265636097,adaptive,1.540560603226885e-11,3.747686765630598e-11,1.3704279010167305e-10,10,12400
gradient:3.expand.weight,1536,e3m4,1.0,0.7898548646143165,adaptive,4.949861851518045e-14,2.355449172036967e-13,7.61644486489361e-13,10,12400
gradient:3.expand.bias,48,e3m4,1.0,0.7690028300886256,adaptive,5.280078349837151e-13,2.2857762075019944e-12,2.420243800157086e-11,10,12400
gradient:3.project.weight,1536,e3m4,1.0,0.7799243983264375,adaptive,1.1957237300646413e-13,5.43324076350024e-13,2.2296730818723525e-12,10,12400
gradient:3.project.bias,32,e3m4,1.0,0.7075247936204783,adaptive,8.569887032954871e-12,2.930124279264347e-11,1.4226767934498542e-10,10,12400
gradient:4.expand.weight,1536,e3m4,1.0,0.7266030816709831,adaptive,3.979977369670025e-14,1.4557506331802755e-13,5.494010269706505e-13,10,12400
gradient:4.expand.bias,48,e3m4,1.0,0.6956265918922455,adaptive,1.108745543953297e-12,3.642714883820528e-12,7.413609062859453e-12,10,12400
gradient:4.project.weight,1536,e3m4,1.0,0.750601115791063,adaptive,6.460122010304362e-14,2.5902770298251677e-13,8.48356584180463e-13,10,12400
gradient:4.project.bias,32,e3m4,1.0,0.8719256749390502,adaptive,4.883494891357706e-12,3.8130163005221215e-11,8.737622856400463e-11,10,12400
gradient:5.weight,32,e3m4,1.0,0.7376085890810267,adaptive,3.2702142682120026e-11,1.2463114767204965e-10,9.54251306050627e-10,10,12400
gradient:5.bias,1,e4m3,1.0,0.0,adaptive,4.1881140569466346e-10,4.1881140569466346e-10,4.1881140569466346e-10,10,12400
weight:1.weight,576,e3m4,1.0,0.7247150636981852,adaptive,2.8332187999445276e-06,1.0291949999175633e-05,3.984944642739002e-05,10,12500
weight:1.bias,32,e3m4,1.0,0.7975936282509323,adaptive,2.0184012631804727e-06,9.97202432778537e-06,3.415263733436007e-05,10,12500
weight:2.expand.weight,1536,e3m4,1.0,0.739573326824316,adaptive,1.8756824104052873e-06,7.202343705938103e-06,2.734702807523697e-05,10,12500
weight:2.expand.bias,48,e3m4,1.0,0.8544553895518765,adaptive,1.0015335206834242e-06,6.881282086638317e-06,3.112532268927728e-05,10,12500
weight:2.project.weight,1536,e3m4,1.0,0.7538399267739755,adaptive,1.4186687416066737e-06,5.763195968438186e-06,2.241635264059218e-05,10,12500
weight:2.project.bias,32,e3m4,1.0,0.6538945250205599,adaptive,1.953418094269509e-06,5.643996514026682e-06,1.5790109694757902e-05,10,12500
weight:3.expand.weight,1536,e3m4,1.0,0.731040385559828,adaptive,1.7899369995832852e-06,6.6550400263956465e-06,2.759332092216641e-05,10,12500
weight:3.expand.bias,48,e3m4,1.0,0.6664068944389291,adaptive,2.122388255966427e-06,6.362206594158408e-06,3.53760034229317e-05,10,12500
weight:3.project.weight,1536,e3m4,1.0,0.7650969743600423,adaptive,1.3166740332307254e-06,5.605181242956096e-06,2.0900955981368357e-05,10,12500
weight:3.project.bias,32,e3m4,1.0,0.7701161122763265,adaptive,7.258742344014166e-07,3.157568986626572e-06,8.593252098247475e-06,10,12500
weight:4.expand.weight,1536,e3m4,1.0,0.7739072969532862,adaptive,1.8439745643081354e-06,8.155834042672068e-06,2.7189116956789444e-05,10,12500
weight:4.expand.bias,48,e3m4,1.0,0.7318214904159008,adaptive,1.8325404622418538e-06,6.8332860268476515e-06,1.9397716210525315e-05,10,12500
weight:4.project.weight,1536,e3m4,1.0,0.7343325936755024,adaptive,1.332273544855729e-06,5.014817448958842e-06,1.9557857726848046e-05,10,12500
weight:4.project.bias,32,e3m4,1.0,0.8386738217376003,adaptive,1.1064107723983899e-06,6.858222170234483e-06,1.1463989756220115e-05,10,12500
weight:5.weight,32,e3m4,1.0,0.6980961020269548,adaptive,1.4807999677914344e-06,4.904871973278212e-06,2.4164317595588735e-05,10,12500
weight:5.bias,1,e3m4,1.0,0.9328703000276446,adaptive,1.615319651510072e-07,2.4062667525331927e-06,5.546191709018822e-06,10,12500
gradient:1.weight,576,e3m4,1.0,0.714631329860757,adaptive,5.1170005293006384e-12,1.7931192400356508e-11,8.928422452454079e-11,10,12500
gradient:1.bias,32,e3m4,1.0,0.6881279835260427,adaptive,1.338698255945787e-11,4.292460321003421e-11,1.2932342870569248e-10,10,12500
gradient:2.expand.weight,1536,e3m4,1.0,0.756000136205226,adaptive,1.9085229009700883e-13,7.821819534191742e-13,2.9392403415726158e-12,10,12500
gradient:2.expand.bias,48,e3m4,1.0,0.6513259676106171,adaptive,9.289745823527582e-13,2.6643067623553986e-12,2.7165559946265447e-11,10,12500
gradient:2.project.weight,1536,e3m4,1.0,0.717234657459067,adaptive,1.3009322759229672e-13,4.600748678154024e-13,1.8271707311434225e-12,10,12500
gradient:2.project.bias,32,e3m4,1.0,0.32882302581761597,adaptive,1.0063851656327895e-11,1.4994333899173914e-11,9.386400293631143e-11,10,12500
gradient:3.expand.weight,1536,e3m4,1.0,0.799666372507971,adaptive,7.211336795507758e-14,3.5996636639521173e-13,1.400797565660376e-12,10,12500
gradient:3.expand.bias,48,e3m4,1.0,0.5585710998539594,adaptive,5.928485954829404e-13,1.3430217081092894e-12,9.741162453174246e-12,10,12500
gradient:3.project.weight,1536,e3m4,1.0,0.7345246387700604,adaptive,8.181388454716491e-14,3.081788237074941e-13,1.20833153812764e-12,10,12500
gradient:3.project.bias,32,e3m4,1.0,0.8504005245374057,adaptive,3.113964462179868e-12,2.0815343453249473e-11,4.7254636916159325e-11,10,12500
gradient:4.expand.weight,1536,e3m4,1.0,0.657164499310395,adaptive,7.883464855933318e-14,2.299489066936162e-13,9.210888198047187e-13,10,12500
gradient:4.expand.bias,48,e3m4,1.0,0.6911268433819147,adaptive,3.9629188853466577e-13,1.2830246981438782e-12,4.611021841488741e-12,10,12500
gradient:4.project.weight,1536,e3m4,1.0,0.7462769127205434,adaptive,7.726838416149549e-14,3.045382467555672e-13,1.2105631355111537e-12,10,12500
gradient:4.project.bias,32,e3m4,1.0,0.8376863452190404,adaptive,2.64293323365258e-12,1.6282876737753135e-11,3.9872651836340086e-11,10,12500
gradient:5.weight,32,e3m4,1.0,0.6038893989322455,adaptive,1.0120697171731861e-10,2.555018003671333e-10,1.043377358564615e-09,10,12500
gradient:5.bias,1,e3m4,1.0,0.9974080574002434,adaptive,8.74285996518235e-12,3.3730916595156807e-09,4.094974657338512e-09,10,12500
weight:1.weight,576,e3m4,1.0,0.7231237527389689,adaptive,2.8419422613878603e-06,1.0264305044226336e-05,3.975584472542608e-05,10,12600
weight:1.bias,32,e3m4,1.0,0.795423598718632,adaptive,2.041132211224068e-06,9.977359062137176e-06,3.4106745010893975e-05,10,12600
weight:2.expand.weight,1536,e3m4,1.0,0.7491462667955281,adaptive,1.8283820476790694e-06,7.288637981674954e-06,2.7544219998510124e-05,10,12600
weight:2.expand.bias,48,e3m4,1.0,0.8486571584142277,adaptive,1.0211018722098224e-06,6.74694528998335e-06,3.0459636888123024e-05,10,12600
weight:2.project.weight,1536,e3m4,1.0,0.7578592184899231,adaptive,1.4119899165572268e-06,5.831276779365916e-06,2.2523738419069096e-05,10,12600
weight:2.project.bias,32,e3m4,1.0,0.6187736961182325,adaptive,2.0226535654217175e-06,5.305650593430767e-06,1.5424743556098986e-05,10,12600
weight:3.expand.weight,1536,e3m4,1.0,0.7265835886191852,adaptive,1.8062727197394178e-06,6.606306880473382e-06,2.7765761030868965e-05,10,12600
weight:3.expand.bias,48,e3m4,1.0,0.6817685882659783,adaptive,2.125173052015438e-06,6.67807442526026e-06,3.569761157010788e-05,10,12600
weight:3.project.weight,1536,e3m4,1.0,0.7642783790616509,adaptive,1.3286210789656232e-06,5.636398874556833e-06,2.0909929423278346e-05,10,12600
weight:3.project.bias,32,e3m4,1.0,0.7706248975893132,adaptive,7.246348313318328e-07,3.159169516290411e-06,8.597685345083255e-06,10,12600
weight:4.expand.weight,1536,e3m4,1.0,0.7653293770397619,adaptive,1.865976792710991e-06,7.951471595262935e-06,2.7517482931617616e-05,10,12600
weight:4.expand.bias,48,e3m4,1.0,0.734761526362003,adaptive,1.773705793476686e-06,6.687211584159079e-06,1.9846283197858857e-05,10,12600
weight:4.project.weight,1536,e3m4,1.0,0.7362430842028078,adaptive,1.3306565203475358e-06,5.045010919716331e-06,1.9565745601122824e-05,10,12600
weight:4.project.bias,32,e3m4,1.0,0.8327336857881298,adaptive,1.1459748360860254e-06,6.851199187867915e-06,1.1476879762444933e-05,10,12600
weight:5.weight,32,e3m4,1.0,0.7062001530123984,adaptive,1.4225281300922196e-06,4.841827334757769e-06,2.4368343870008715e-05,10,12600
weight:5.bias,1,e3m4,1.0,0.974624881678921,adaptive,7.202440978348879e-08,2.8383871504417124e-06,4.935056200375265e-06,10,12600
gradient:1.weight,576,e3m4,1.0,0.7369642643925236,adaptive,8.593630595686972e-12,3.26709622775785e-11,1.2786037787266982e-10,10,12600
gradient:1.bias,32,e3m4,1.0,0.8951552378932213,adaptive,1.1329082084952639e-11,1.0805577558003875e-10,3.374674372310146e-10,10,12600
gradient:2.expand.weight,1536,e3m4,1.0,0.7304637250355313,adaptive,4.751034842946755e-13,1.7626699202447064e-12,7.687425096307517e-12,10,12600
gradient:2.expand.bias,48,e3m4,1.0,0.7642915997434443,adaptive,1.834823244835873e-12,7.784292977419426e-12,4.9161349615329736e-11,10,12600
gradient:2.project.weight,1536,e3m4,1.0,0.7898494200403889,adaptive,7.155219797742806e-13,3.4048061152712357e-12,1.3869778463125454e-11,10,12600
gradient:2.project.bias,32,e3m4,1.0,0.7012684894847601,adaptive,9.772953487434065e-12,3.271483972540451e-11,2.620654862728205e-10,10,12600
gradient:3.expand.weight,1536,e3m4,1.0,0.7724510548690929,adaptive,3.401906258665248e-13,1.4950217662877576e-12,4.9639896528743774e-12,10,12600
gradient:3.expand.bias,48,e3m4,1.0,0.6744865965693864,adaptive,1.3510033418871252e-12,4.1503769972258756e-12,1.1096163878933834e-11,10,12600
gradient:3.project.weight,1536,e3m4,1.0,0.7236523490902144,adaptive,7.026572709420221e-13,2.542656934584931e-12,9.932442340727385e-12,10,12600
gradient:3.project.bias,32,e3m4,1.0,0.8285124136004015,adaptive,5.173208823503055e-12,3.0166666474904486e-11,1.1471732022199987e-10,10,12600
gradient:4.expand.weight,1536,e3m4,1.0,0.7237093179035361,adaptive,4.065685024579096e-13,1.4715244805684782e-12,6.654694786863736e-12,10,12600
gradient:4.expand.bias,48,e3m4,1.0,0.6146999370449965,adaptive,1.0121816751843944e-12,2.6269958728311967e-12,1.4793205131070607e-11,10,12600
gradient:4.project.weight,1536,e3m4,1.0,0.7177537488512746,adaptive,4.233506968896922e-13,1.499933817248875e-12,5.7782473502220855e-12,10,12600
gradient:4.project.bias,32,e3m4,1.0,0.5849179062465022,adaptive,7.285594451434954e-12,1.7552177174285924e-11,9.87789889228963e-11,10,12600
gradient:5.weight,32,e3m4,1.0,0.699568676991343,adaptive,6.570303077488148e-10,2.186956743288323e-09,8.164557088552168e-09,10,12600
gradient:5.bias,1,e4m3,1.0,0.0,adaptive,1.3738666463161686e-09,1.3738666463161686e-09,4.288002160377641e-08,10,12600
weight:1.weight,576,e3m4,1.0,0.7187914216426988,adaptive,2.878674222948304e-06,1.0236793769821223e-05,3.981343510658299e-05,10,12700
weight:1.bias,32,e3m4,1.0,0.798711284624764,adaptive,2.0074080627958623e-06,9.97277993976819e-06,3.4143027511832176e-05,10,12700
weight:2.expand.weight,1536,e3m4,1.0,0.7438649393360782,adaptive,1.8654774528784724e-06,7.283178835583897e-06,2.7452612988132737e-05,10,12700
weight:2.expand.bias,48,e3m4,1.0,0.8552044452503148,adaptive,1.0342598048436684e-06,7.142897491788623e-06,3.029790606424311e-05,10,12700
weight:2.project.weight,1536,e3m4,1.0,0.7606239180314905,adaptive,1.4006037842548948e-06,5.851059858349373e-06,2.255644922032488e-05,10,12700
weight:2.project.bias,32,e3m4,1.0,0.6248795864790568,adaptive,1.9967860757127033e-06,5.3230536215572335e-06,1.5568626374422207e-05,10,12700
weight:3.expand.weight,1536,e3m4,1.0,0.7295470874577076,adaptive,1.7862288211689458e-06,6.6045834166774665e-06,2.7527012247672954e-05,10,12700
weight:3.expand.bias,48,e3m4,1.0,0.6768150157201767,adaptive,2.105903510344032e-06,6.516093298816995e-06,3.5397771214447156e-05,10,12700
weight:3.project.weight,1536,e3m4,1.0,0.7619623887182853,adaptive,1.343157779306848e-06,5.642628373199548e-06,2.088306759777494e-05,10,12700
weight:3.project.bias,32,e3m4,1.0,0.7640164616342914,adaptive,7.280091990431547e-07,3.0849999287447904e-06,8.648678276109277e-06,10,12700
weight:4.expand.weight,1536,e3m4,1.0,0.765188780808281,adaptive,1.8797251892225416e-06,8.005261399745049e-06,2.7583687574205196e-05,10,12700
weight:4.expand.bias,48,e3m4,1.0,0.7578580696606068,adaptive,1.6583390427220808e-06,6.8486240297073045e-06,1.9482148260609367e-05,10,12700
weight:4.project.weight,1536,e3m4,1.0,0.7369058220862565,adaptive,1.324754216067187e-06,5.035285184081548e-06,1.956435575096645e-05,10,12700
weight:4.project.bias,32,e3m4,1.0,0.8305653071004268,adaptive,1.1550676815872928e-06,6.81718520463764e-06,1.1490256265416606e-05,10,12700
weight:5.weight,32,e3m4,1.0,0.6903136718708158,adaptive,1.4423857648169518e-06,4.657570043632238e-06,2.4399120745356247e-05,10,12700
weight:5.bias,1,e3m4,1.0,0.9754332189192412,adaptive,7.003874814837108e-08,2.8509534040349616e-06,4.918518623511781e-06,10,12700
gradient:1.weight,576,e3m4,1.0,0.6633549670901558,adaptive,7.957675539613075e-12,2.3638178976917193e-11,9.064338811373997e-11,10,12700
gradient:1.bias,32,e3m4,1.0,0.7335776881575942,adaptive,1.791769558398641e-12,6.725298440689564e-12,1.8359839538527652e-11,10,12700
gradient:2.expand.weight,1536,e3m4,1.0,0.7341661768705479,adaptive,2.6960002366913823e-13,1.014167499437617e-12,3.1204977659356113e-12,10,12700
gradient:2.expand.bias,48,e3m4,1.0,0.8534066927626954,adaptive,1.043090067091563e-13,7.115536764601488e-13,2.869052474352841e-12,10,12700
gradient:2.project.weight,1536,e3m4,1.0,0.7469641833194389,adaptive,1.6130487241837253e-13,6.374784191994765e-13,2.3742198293434832e-12,10,12700
gradient:2.project.bias,32,e3m4,1.0,0.5933684661329205,adaptive,8.67768171156222e-13,2.1340405228874344e-12,8.12517485577546e-12,10,12700
gradient:3.expand.weight,1536,e3m4,1.0,0.5754867722469907,adaptive,1.4274870311479576e-13,3.36264440734577e-13,2.1339143960000557e-12,10,12700
gradient:3.expand.bias,48,e3m4,1.0,0.6106118839858814,adaptive,4.5815861322595726e-14,1.1766117002126103e-13,1.140330761249591e-12,10,12700
gradient:3.project.weight,1536,e3m4,1.0,0.691912044160442,adaptive,1.184566218821388e-13,3.844896226447329e-13,1.5463245300004661e-12,10,12700
gradient:3.project.bias,32,e3m4,1.0,0.8045012987889658,adaptive,3.780675975720444e-13,1.933862451413083e-12,9.16517621663545e-12,10,12700
gradient:4.expand.weight,1536,e3m4,1.0,0.7452052185188667,adaptive,7.086833769079693e-14,2.781388899679819e-13,1.1338555473878893e-12,10,12700
gradient:4.expand.bias,48,e3m4,1.0,0.6432119391450268,adaptive,6.68753821327581e-14,1.8743727571069574e-13,6.95565353648914e-13,10,12700
gradient:4.project.weight,1536,e3m4,1.0,0.7530527779302931,adaptive,7.7098128445909e-14,3.1220488248353795e-13,1.0255822915803051e-12,10,12700
gradient:4.project.bias,32,e3m4,1.0,0.7671530660821554,adaptive,5.359673404328233e-13,2.3018011507161546e-12,5.259824591436393e-12,10,12700
gradient:5.weight,32,e3m4,1.0,0.47101616867976626,adaptive,1.6007474948979263e-10,3.0260801939877693e-10,1.766801872366809e-09,10,12700
gradient:5.bias,1,e3m4,1.0,0.9984516827536634,adaptive,1.334865652394138e-12,8.621396264573615e-10,8.621396264573615e-10,10,12700
weight:1.weight,576,e3m4,1.0,0.721180822081623,adaptive,2.8752611914267925e-06,1.0312279136941264e-05,3.986228092798553e-05,10,12800
